,news_id,tweet_id,reply_id,tweet_detail,replies_detail
429,496,1233959403751137280,"[1233961719640338432, 1233961827052249088, 1233960805605036032, 1233962034649280513, 1233969988010172419, 1233973783997886465, 1234164908331294720, 1233959998201483271, 1233977705189781504, 1234101320124071938, 1233971491412172812, 1233974693264125953, 1233975590920818688, 1233976292950757377, 1234007428750086144, 1234116790281699328, 1234143607868751880, 1233960770276405248, 1234064726314770432, 1234157132729266181, 1233976427260850176, 1233976527018221568, 1233976713400508416]","[datetime.date(2020, 3, 1), 1233959403751137280, 3000889809]","[[datetime.date(2020, 3, 1), 1233959998201483271, 85003232], [datetime.date(2020, 3, 1), 1233960770276405248, 727843711602728960], [datetime.date(2020, 3, 1), 1233960805605036032, 1012332594], [datetime.date(2020, 3, 1), 1233961719640338432, 727843711602728960], [datetime.date(2020, 3, 1), 1233961827052249088, 3000889809], [datetime.date(2020, 3, 1), 1233962034649280513, 3000889809], [datetime.date(2020, 3, 1), 1233969988010172419, 189162559], [datetime.date(2020, 3, 1), 1233971491412172812, 825137114014633988], [datetime.date(2020, 3, 1), 1233973783997886465, 1546914696], [datetime.date(2020, 3, 1), 1233974693264125953, 825137114014633988], [datetime.date(2020, 3, 1), 1233975590920818688, 932226934775386112], [datetime.date(2020, 3, 1), 1233976292950757377, 29037126], [datetime.date(2020, 3, 1), 1233976427260850176, 1066492978649280512], [datetime.date(2020, 3, 1), 1233976527018221568, 1066492978649280512], [datetime.date(2020, 3, 1), 1233976713400508416, 1066492978649280512], [datetime.date(2020, 3, 1), 1233977705189781504, 721795817359560704], [datetime.date(2020, 3, 1), 1234007428750086144, 84970536], [datetime.date(2020, 3, 1), 1234064726314770432, 130707313], [datetime.date(2020, 3, 1), 1234101320124071938, 1073675272396959744], [datetime.date(2020, 3, 1), 1234116790281699328, 1017815060419407877], [datetime.date(2020, 3, 1), 1234143607868751880, 1418200614], [datetime.date(2020, 3, 1), 1234157132729266181, 3000889809], [datetime.date(2020, 3, 1), 1234164908331294720, 1136001576517152768]]"
430,496,1233959751374913536,[1233963559018692609],"[datetime.date(2020, 3, 1), 1233959751374913536, 23172590]","[[datetime.date(2020, 3, 1), 1233963559018692609, 1151330105446109184]]"
431,496,1233960143072587777,"[1233982654569009152, 1234130493102272513, 1233961644952313858]","[datetime.date(2020, 3, 1), 1233960143072587777, 33983703]","[[datetime.date(2020, 3, 1), 1233961644952313858, 22502369], [datetime.date(2020, 3, 1), 1233982654569009152, 33983703], [datetime.date(2020, 3, 1), 1234130493102272513, 866873402]]"
432,496,1233965806360449026,"[1233965808495230976, 1234010954473578496, 1233973439649714176]","[datetime.date(2020, 3, 1), 1233965806360449026, 1039945393579216897]","[[datetime.date(2020, 3, 1), 1233965808495230976, 1039945393579216897], [datetime.date(2020, 3, 1), 1233973439649714176, 44799846], [datetime.date(2020, 3, 1), 1234010954473578496, 2749967555]]"
433,496,1233966143381045248,[1233967013002870784],"[datetime.date(2020, 3, 1), 1233966143381045248, 115198785]","[[datetime.date(2020, 3, 1), 1233967013002870784, 1153712432902299649]]"
434,496,1233977630765961216,[1233980339317424128],"[datetime.date(2020, 3, 1), 1233977630765961216, 1700060244]","[[datetime.date(2020, 3, 1), 1233980339317424128, 1700060244]]"
435,496,1233984940225613824,[1233989849809477633],"[datetime.date(2020, 3, 1), 1233984940225613824, 455876230]","[[datetime.date(2020, 3, 1), 1233989849809477633, 139003723]]"
436,496,1233987096756404227,"[1234169153163952128, 1234170557194809344]","[datetime.date(2020, 3, 1), 1233987096756404227, 1094209343065473024]","[[datetime.date(2020, 3, 1), 1234169153163952128, 1210926469603422209], [datetime.date(2020, 3, 1), 1234170557194809344, 2367228759]]"
437,496,1233997406745788418,"[1234019849489117189, 1234024162563436546, 1233998247712239617]","[datetime.date(2020, 3, 1), 1233997406745788418, 289292891]","[[datetime.date(2020, 3, 1), 1233998247712239617, 1170145521979277313], [datetime.date(2020, 3, 1), 1234019849489117189, 1213238538847653889], [datetime.date(2020, 3, 1), 1234024162563436546, 1109639059]]"
438,496,1233998926027599872,"[1233999284984373250, 1234027197612134401]","[datetime.date(2020, 3, 1), 1233998926027599872, 629963553]","[[datetime.date(2020, 3, 1), 1233999284984373250, 1182851473161347074], [datetime.date(2020, 3, 1), 1234027197612134401, 629963553]]"
439,496,1233999193922035712,[1234025697104080897],"[datetime.date(2020, 3, 1), 1233999193922035712, 629963553]","[[datetime.date(2020, 3, 1), 1234025697104080897, 629963553]]"
440,496,1234017459574890497,[1234022382752403456],"[datetime.date(2020, 3, 1), 1234017459574890497, 2357194005]","[[datetime.date(2020, 3, 1), 1234022382752403456, 301832857]]"
441,496,1234022624403083265,"[1234073007309623296, 1234138769328046080, 1234138928808153089]","[datetime.date(2020, 3, 1), 1234022624403083265, 590056936]","[[datetime.date(2020, 3, 1), 1234073007309623296, 590056936], [datetime.date(2020, 3, 1), 1234138769328046080, 28542202], [datetime.date(2020, 3, 1), 1234138928808153089, 590056936]]"
442,496,1234025221901996032,"[1234093575165616134, 1234105647379161088, 1234029281585618944, 1234028530909925376, 1234031027116531713, 1234026216375480320, 1234026831856259080, 1234039543315058688, 1234032853861703680, 1234027951760363520, 1234032135742337026, 1234034214393319425]","[datetime.date(2020, 3, 1), 1234025221901996032, 1621271]","[[datetime.date(2020, 3, 1), 1234026216375480320, 16630256], [datetime.date(2020, 3, 1), 1234026831856259080, 858201], [datetime.date(2020, 3, 1), 1234027951760363520, 4511605339], [datetime.date(2020, 3, 1), 1234028530909925376, 1023334386500943873], [datetime.date(2020, 3, 1), 1234029281585618944, 104772578], [datetime.date(2020, 3, 1), 1234031027116531713, 51286078], [datetime.date(2020, 3, 1), 1234032135742337026, 516205712], [datetime.date(2020, 3, 1), 1234032853861703680, 73900361], [datetime.date(2020, 3, 1), 1234034214393319425, 3855684317], [datetime.date(2020, 3, 1), 1234039543315058688, 54456187], [datetime.date(2020, 3, 1), 1234093575165616134, 951819564307877888], [datetime.date(2020, 3, 1), 1234105647379161088, 1621271]]"
443,496,1234029267165405185,"[1234056859591401472, 1234031756166098945, 1234040508516835328]","[datetime.date(2020, 3, 1), 1234029267165405185, 20976349]","[[datetime.date(2020, 3, 1), 1234031756166098945, 1228141262131191808], [datetime.date(2020, 3, 1), 1234040508516835328, 28845622], [datetime.date(2020, 3, 1), 1234056859591401472, 20976349]]"
444,496,1234032721015472128,"[1234077264960270337, 1234082484326977543, 1234055350082580480, 1234059944137240576, 1234094026258866176]","[datetime.date(2020, 3, 1), 1234032721015472128, 899937766288568320]","[[datetime.date(2020, 3, 1), 1234055350082580480, 60518094], [datetime.date(2020, 3, 1), 1234059944137240576, 899937766288568320], [datetime.date(2020, 3, 1), 1234077264960270337, 466755719], [datetime.date(2020, 3, 1), 1234082484326977543, 899937766288568320], [datetime.date(2020, 3, 1), 1234094026258866176, 841996550335266818]]"
445,496,1234036531410735105,"[1234039003147579392, 1234091274883489792]","[datetime.date(2020, 3, 1), 1234036531410735105, 2325670054]","[[datetime.date(2020, 3, 1), 1234039003147579392, 2325670054], [datetime.date(2020, 3, 1), 1234091274883489792, 306946423]]"
446,496,1234040972864098309,"[1234057469699162112, 1234057798977302528, 1234090358621048834, 1234109169621512192, 1234171728689074178, 1234178081163816963, 1234050051607060480, 1234091581889744901]","[datetime.date(2020, 3, 1), 1234040972864098309, 2337284797]","[[datetime.date(2020, 3, 1), 1234050051607060480, 3438379349], [datetime.date(2020, 3, 1), 1234057469699162112, 20836485], [datetime.date(2020, 3, 1), 1234057798977302528, 2337284797], [datetime.date(2020, 3, 1), 1234090358621048834, 37667747], [datetime.date(2020, 3, 1), 1234091581889744901, 1005496022020304896], [datetime.date(2020, 3, 1), 1234109169621512192, 2337284797], [datetime.date(2020, 3, 1), 1234171728689074178, 1052752310], [datetime.date(2020, 3, 1), 1234178081163816963, 2337284797]]"
447,496,1234055320990777350,[1234057686246780933],"[datetime.date(2020, 3, 1), 1234055320990777350, 830463799643762688]","[[datetime.date(2020, 3, 1), 1234057686246780933, 2817701857]]"
448,496,1234058914284605441,[1234062455850127360],"[datetime.date(2020, 3, 1), 1234058914284605441, 2210143255]","[[datetime.date(2020, 3, 1), 1234062455850127360, 2993021]]"
449,496,1234064237800108032,[1234081555846295558],"[datetime.date(2020, 3, 1), 1234064237800108032, 1664077753]","[[datetime.date(2020, 3, 1), 1234081555846295558, 34197848]]"
450,496,1234065471302848512,[1234091456463138821],"[datetime.date(2020, 3, 1), 1234065471302848512, 6845142]","[[datetime.date(2020, 3, 1), 1234091456463138821, 6845142]]"
451,496,1234068564174233601,"[1234087039861026817, 1234343589351550978, 1234069350191026176, 1234086515724079104, 1234095196956053509, 1234115971125628928, 1234131545964740609, 1234070514047389697]","[datetime.date(2020, 3, 1), 1234068564174233601, 524259717]","[[datetime.date(2020, 3, 1), 1234069350191026176, 404623530], [datetime.date(2020, 3, 1), 1234070514047389697, 2855750936], [datetime.date(2020, 3, 1), 1234086515724079104, 240164486], [datetime.date(2020, 3, 1), 1234087039861026817, 524259717], [datetime.date(2020, 3, 1), 1234095196956053509, 194503774], [datetime.date(2020, 3, 1), 1234115971125628928, 993720697275887617], [datetime.date(2020, 3, 1), 1234131545964740609, 320131694], [datetime.date(2020, 3, 2), 1234343589351550978, 92429469]]"
452,496,1234071444520390658,"[1234072907191586816, 1234080879795851266]","[datetime.date(2020, 3, 1), 1234071444520390658, 220137479]","[[datetime.date(2020, 3, 1), 1234072907191586816, 1194377791623630848], [datetime.date(2020, 3, 1), 1234080879795851266, 34197848]]"
453,496,1234074310920286208,[1234079619713646593],"[datetime.date(2020, 3, 1), 1234074310920286208, 131324717]","[[datetime.date(2020, 3, 1), 1234079619713646593, 34197848]]"
454,496,1234074540919205889,[1234079587761393665],"[datetime.date(2020, 3, 1), 1234074540919205889, 817485800]","[[datetime.date(2020, 3, 1), 1234079587761393665, 34197848]]"
455,496,1234077387479973888,[1234078821952831489],"[datetime.date(2020, 3, 1), 1234077387479973888, 91436684]","[[datetime.date(2020, 3, 1), 1234078821952831489, 34197848]]"
456,496,1234079482589433856,"[1234085617501442048, 1234086916146024448, 1234117545583575040, 1234118366190804992, 1234116252592988160, 1234100322613825537, 1234801875926601729]","[datetime.date(2020, 3, 1), 1234079482589433856, 17848678]","[[datetime.date(2020, 3, 1), 1234085617501442048, 118367376], [datetime.date(2020, 3, 1), 1234086916146024448, 17848678], [datetime.date(2020, 3, 1), 1234100322613825537, 34240538], [datetime.date(2020, 3, 1), 1234116252592988160, 94452578], [datetime.date(2020, 3, 1), 1234117545583575040, 128630072], [datetime.date(2020, 3, 1), 1234118366190804992, 17848678], [datetime.date(2020, 3, 3), 1234801875926601729, 726052627918761984]]"
457,496,1234093351667949568,"[1234095204904456192, 1234103976838209542, 1234180148267798539, 1234224904884695051]","[datetime.date(2020, 3, 1), 1234093351667949568, 47131926]","[[datetime.date(2020, 3, 1), 1234095204904456192, 1346771989], [datetime.date(2020, 3, 1), 1234103976838209542, 47131926], [datetime.date(2020, 3, 1), 1234180148267798539, 267268378], [datetime.date(2020, 3, 1), 1234224904884695051, 889617355231416321]]"
458,496,1234095024826191878,[1234095028517167104],"[datetime.date(2020, 3, 1), 1234095024826191878, 2357349111]","[[datetime.date(2020, 3, 1), 1234095028517167104, 2357349111]]"
459,496,1234099800301240324,"[1234100863536435200, 1234101854923034625, 1234108992626053126, 1234110374502371333]","[datetime.date(2020, 3, 1), 1234099800301240324, 1200060765203509251]","[[datetime.date(2020, 3, 1), 1234100863536435200, 264965185], [datetime.date(2020, 3, 1), 1234101854923034625, 599108836], [datetime.date(2020, 3, 1), 1234108992626053126, 1220132942443356160], [datetime.date(2020, 3, 1), 1234110374502371333, 1200060765203509251]]"
460,496,1234103276326572032,"[1234179432941785090, 1234112636406640642]","[datetime.date(2020, 3, 1), 1234103276326572032, 885412257936662529]","[[datetime.date(2020, 3, 1), 1234112636406640642, 782079051867496449], [datetime.date(2020, 3, 1), 1234179432941785090, 3129126071]]"
461,496,1234184472226082818,"[1234188493531893767, 1234197391450005506]","[datetime.date(2020, 3, 1), 1234184472226082818, 976692566]","[[datetime.date(2020, 3, 1), 1234188493531893767, 1871448876], [datetime.date(2020, 3, 1), 1234197391450005506, 976692566]]"
462,496,1234202912596865024,"[1234226263688196096, 1234240244431704064]","[datetime.date(2020, 3, 1), 1234202912596865024, 114057696]","[[datetime.date(2020, 3, 1), 1234226263688196096, 104368857], [datetime.date(2020, 3, 1), 1234240244431704064, 114057696]]"
463,496,1234273078689062913,"[1234287985786359808, 1234319554035077121]","[datetime.date(2020, 3, 2), 1234273078689062913, 739830453125808129]","[[datetime.date(2020, 3, 2), 1234287985786359808, 1070198338304192512], [datetime.date(2020, 3, 2), 1234319554035077121, 1228286272210231297]]"
464,496,1234640013633216515,"[1234769135487344641, 1234967952090333184, 1235005803813359617]","[datetime.date(2020, 3, 3), 1234640013633216515, 930123921218732039]","[[datetime.date(2020, 3, 3), 1234769135487344641, 4352404401], [datetime.date(2020, 3, 3), 1234967952090333184, 1225875651040862214], [datetime.date(2020, 3, 4), 1235005803813359617, 930123921218732039]]"
465,496,1235799763456581632,"[1235806297246687232, 1235802856684318721, 1236054465607852032, 1236093895462670336, 1236094544657223681, 1235811825708453889, 1235800408355987457, 1235805499049705472, 1235818058301583360, 1235829731175485441, 1235857964369506310, 1235872638876217345, 1235873125029384192, 1235911774077153281, 1236011173600022528, 1236053636792401921, 1235837037837611008, 1235840879744544770, 1235882797417541632, 1235843373451231237]","[datetime.date(2020, 3, 6), 1235799763456581632, 52423849]","[[datetime.date(2020, 3, 6), 1235800408355987457, 869428395754520576], [datetime.date(2020, 3, 6), 1235802856684318721, 1064562564544323584], [datetime.date(2020, 3, 6), 1235805499049705472, 304326250], [datetime.date(2020, 3, 6), 1235806297246687232, 304326250], [datetime.date(2020, 3, 6), 1235811825708453889, 1094998265798496257], [datetime.date(2020, 3, 6), 1235818058301583360, 1055316237251633152], [datetime.date(2020, 3, 6), 1235829731175485441, 1440118370], [datetime.date(2020, 3, 6), 1235837037837611008, 1074250586797658112], [datetime.date(2020, 3, 6), 1235840879744544770, 1023555132], [datetime.date(2020, 3, 6), 1235843373451231237, 870694507242594304], [datetime.date(2020, 3, 6), 1235857964369506310, 1215932296106332160], [datetime.date(2020, 3, 6), 1235872638876217345, 614239792], [datetime.date(2020, 3, 6), 1235873125029384192, 48774425], [datetime.date(2020, 3, 6), 1235882797417541632, 52423849], [datetime.date(2020, 3, 6), 1235911774077153281, 1166833059402063873], [datetime.date(2020, 3, 6), 1236011173600022528, 351071470], [datetime.date(2020, 3, 6), 1236053636792401921, 786324073580158976], [datetime.date(2020, 3, 6), 1236054465607852032, 977554533550362624], [datetime.date(2020, 3, 7), 1236093895462670336, 1114933879943630848], [datetime.date(2020, 3, 7), 1236094544657223681, 497174361]]"
466,496,1235914471576608771,"[1235912279763402757, 1235916280579883008]","[datetime.date(2020, 3, 6), 1235914471576608771, 2730019130]","[[datetime.date(2020, 3, 6), 1235912279763402757, 2549795544], [datetime.date(2020, 3, 6), 1235916280579883008, 2549795544]]"
467,496,1236127891605221386,[1236201262246289408],"[datetime.date(2020, 3, 7), 1236127891605221386, 124402173]","[[datetime.date(2020, 3, 7), 1236201262246289408, 1213238538847653889]]"
468,496,1236164014649905152,[1236200345677615104],"[datetime.date(2020, 3, 7), 1236164014649905152, 79265945]","[[datetime.date(2020, 3, 7), 1236200345677615104, 1213238538847653889]]"
469,496,1236168486063427585,[1236200248483016705],"[datetime.date(2020, 3, 7), 1236168486063427585, 61091956]","[[datetime.date(2020, 3, 7), 1236200248483016705, 1213238538847653889]]"
470,496,1236198647022227456,[1236199286246797312],"[datetime.date(2020, 3, 7), 1236198647022227456, 1270897609]","[[datetime.date(2020, 3, 7), 1236199286246797312, 1213238538847653889]]"
471,496,1236441973768118272,"[1236644122376704001, 1236734739605848069, 1236620668688621568, 1236734842412437509, 1236737554310979584, 1236738015109828609, 1236759511744069633, 1236731905179029505]","[datetime.date(2020, 3, 8), 1236441973768118272, 225896556]","[[datetime.date(2020, 3, 8), 1236620668688621568, 1127988694454099968], [datetime.date(2020, 3, 8), 1236644122376704001, 1011927440313208833], [datetime.date(2020, 3, 8), 1236731905179029505, 2796453104], [datetime.date(2020, 3, 8), 1236734739605848069, 1222946661393227776], [datetime.date(2020, 3, 8), 1236734842412437509, 1228412491564277762], [datetime.date(2020, 3, 8), 1236737554310979584, 1139759714], [datetime.date(2020, 3, 8), 1236738015109828609, 728103567341445120], [datetime.date(2020, 3, 8), 1236759511744069633, 1029110070]]"
472,496,1238892718736183296,"[1239340328164954117, 1239341996789116928, 1239342908865687552, 1239345068852510720, 1239794234812534784]","[datetime.date(2020, 3, 14), 1238892718736183296, 1131228233645600776]","[[datetime.date(2020, 3, 15), 1239340328164954117, 28822712], [datetime.date(2020, 3, 16), 1239341996789116928, 276988289], [datetime.date(2020, 3, 16), 1239342908865687552, 152710885], [datetime.date(2020, 3, 16), 1239345068852510720, 1131228233645600776], [datetime.date(2020, 3, 17), 1239794234812534784, 1232104662355992577]]"
